Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,22.100000,22.500000,21.500000,21.620001,20.674831,95877
2020-02-19,21.620001,22.500000,21.299999,21.500000,20.560078,29160
2020-02-20,21.500000,21.900000,21.400000,21.405001,20.469233,25241
2020-02-21,21.650000,21.650000,20.700001,21.000000,20.081938,154145
2020-02-24,20.000000,20.000000,18.502001,19.000000,18.169371,212060
2020-02-25,19.670000,20.280001,19.000000,19.000000,18.169371,263983
2020-02-26,19.000000,19.872000,18.104000,18.554001,17.742870,131084
2020-02-27,18.598000,18.598000,16.034000,16.232000,15.522381,478595
2020-02-28,16.500000,18.497999,16.242001,17.000000,16.256804,363492
2020-03-02,17.898001,19.844000,17.520000,18.200001,17.463207,298959
2020-03-03,20.690001,20.690001,19.025999,19.889999,19.084791,233210
2020-03-04,19.900000,20.500000,18.691999,18.860001,18.096487,214498
2020-03-05,19.049999,19.472000,17.704000,18.174000,17.438259,254738
2020-03-06,18.172001,18.172001,16.120001,17.000000,16.311789,589285
2020-03-09,15.492000,16.798000,15.088000,16.000000,15.352268,294853
2020-03-10,16.799999,18.000000,15.700000,15.772000,15.133500,339600
2020-03-11,16.879999,18.000000,16.879999,17.200001,16.503687,501804
2020-03-12,16.900000,16.900000,15.500000,15.600000,14.968462,740583
2020-03-13,16.104000,17.000000,16.100000,16.214001,15.557605,171476
2020-03-16,16.100000,16.625999,16.100000,16.625999,15.952925,246274
2020-03-17,17.299999,17.500000,16.200001,16.798000,16.117964,323962
2020-03-18,17.500000,17.500000,15.000000,15.004000,14.396589,128481
2020-03-19,18.000000,18.000000,13.202000,14.506000,13.918752,406675
2020-03-20,16.804001,16.804001,14.298000,14.960000,14.354370,163144
2020-03-23,16.455999,16.455999,14.510000,14.872000,14.269934,152959
2020-03-24,16.358000,16.358000,16.000000,16.000000,15.352268,128217
2020-03-25,16.500000,17.496000,16.150000,16.299999,15.640123,289964
2020-03-26,16.299999,16.600000,15.902000,16.368000,15.705372,228840
2020-03-27,16.799999,17.294001,16.400000,16.700001,16.023932,204839
2020-03-30,17.280001,17.888000,16.799999,17.888000,17.163837,330592
2020-03-31,18.252001,19.996000,16.702000,16.709999,16.033522,326044
2020-04-01,17.000000,17.440001,16.500000,16.500000,15.832026,134295
2020-04-02,17.100000,17.760000,16.500000,16.500000,15.832026,73487
2020-04-03,16.500000,16.780001,16.100000,16.620001,15.947171,134735
2020-04-06,17.000000,17.840000,16.400000,16.400000,15.736073,137731
2020-04-07,16.740000,17.000000,16.500000,16.500000,15.832026,61681
2020-04-08,17.660000,17.660000,15.900000,15.900000,15.256317,78615
2020-04-14,16.000000,16.799999,15.780000,15.900000,15.256317,140833
2020-04-15,15.900000,16.400000,15.060000,15.100000,14.488706,188258
2020-04-16,15.100000,16.500000,15.100000,16.260000,15.601742,111373
2020-04-17,16.299999,17.600000,16.299999,16.799999,16.119881,206048
2020-04-20,17.440001,17.500000,17.000000,17.360001,16.657211,486703
2020-04-21,20.000000,22.000000,19.420000,20.100000,19.286289,1556298
2020-04-22,21.650000,23.450001,21.000000,21.650000,20.773540,1147674
2020-04-23,22.799999,24.049999,22.600000,22.900000,21.972935,753040
2020-04-24,22.549999,23.450001,21.450001,22.299999,21.397223,604101
2020-04-27,23.600000,25.299999,23.049999,24.900000,23.891966,1442564
2020-04-28,26.000000,26.250000,24.150000,24.350000,23.364233,1128847
2020-04-29,24.500000,25.100000,22.200001,22.200001,21.301273,900526
2020-04-30,22.549999,22.600000,19.799999,21.100000,20.245804,1266556
2020-05-04,20.950001,21.900000,20.100000,21.700001,20.821516,333792
2020-05-05,21.900000,22.450001,21.750000,22.000000,21.109371,597249
2020-05-06,21.700001,22.299999,20.900000,22.000000,21.109371,385747
2020-05-07,21.299999,22.400000,21.299999,22.400000,21.493179,243739
2020-05-08,22.100000,22.850000,22.100000,22.750000,21.829006,129950
2020-05-11,22.750000,23.299999,22.200001,22.450001,21.541153,247423
2020-05-12,22.350000,22.400000,22.000000,22.000000,21.109371,654636
2020-05-13,22.200001,22.500000,20.400000,20.450001,19.622120,408392
2020-05-14,18.920000,19.200001,17.620001,18.100000,17.367254,1794725
2020-05-15,18.299999,18.700001,17.500000,17.799999,17.079399,489496
2020-05-18,18.160000,18.299999,17.799999,18.080000,17.348066,347669
2020-05-19,18.100000,18.480000,18.080000,18.200001,17.463207,324586
2020-05-20,18.420000,18.420000,17.920000,18.000000,17.271301,363859
2020-05-22,17.500000,18.219999,17.100000,17.240000,16.542070,329764
2020-05-25,17.700001,18.000000,17.340000,17.900000,17.175350,993429
2020-05-26,18.299999,18.480000,18.000000,18.059999,17.328873,764870
2020-05-27,18.480000,19.000000,18.100000,18.799999,18.038914,554510
2020-05-28,18.280001,18.500000,17.600000,17.940001,17.315044,449678
2020-05-29,17.700001,17.700001,16.879999,17.160000,16.562216,2741131
2020-06-02,17.320000,17.580000,16.260000,16.500000,15.925206,693873
2020-06-03,16.500000,16.840000,16.299999,16.340000,15.770780,432783
2020-06-04,16.459999,16.980000,16.299999,16.540001,15.963812,304505
2020-06-05,16.200001,17.700001,16.200001,17.700001,17.083406,210256
2020-06-08,17.780001,17.780001,16.719999,16.799999,16.214754,282672
2020-06-09,17.000000,17.200001,16.040001,16.080000,15.519837,331064
2020-06-10,17.100000,17.100000,16.080000,16.200001,15.635659,453929
2020-06-11,16.200001,16.200001,15.420000,15.900000,15.346108,250065
2020-06-12,15.620000,16.420000,15.300000,16.059999,15.500534,239524
2020-06-15,16.100000,16.139999,15.300000,15.680000,15.133772,158610
2020-06-16,15.660000,16.160000,15.500000,15.600000,15.056560,303310
2020-06-17,15.600000,15.600000,14.900000,15.100000,14.573979,298752
2020-06-18,15.000000,15.400000,14.940000,15.260000,14.728402,950961
2020-06-19,15.300000,15.600000,15.300000,15.500000,14.960043,165316
2020-06-22,15.200000,15.500000,15.000000,15.500000,14.960043,129527
2020-06-23,15.500000,16.000000,15.000000,15.300000,14.767010,396496
2020-06-24,15.300000,15.780000,15.300000,15.480000,14.940739,270715
2020-06-25,15.020000,15.700000,15.020000,15.700000,15.153075,122112
2020-06-26,15.680000,15.680000,15.000000,15.200000,14.670492,161626
2020-06-29,15.200000,15.280000,14.900000,15.060000,14.535371,171297
2020-06-30,15.200000,15.480000,14.600000,15.100000,14.573979,226018
2020-07-01,14.940000,15.840000,14.860000,15.840000,15.288199,206021
2020-07-02,15.940000,16.180000,15.540000,16.059999,15.500534,191155
2020-07-03,16.059999,17.660000,16.040001,17.600000,16.986889,450186
2020-07-06,17.500000,17.639999,16.100000,16.299999,15.732174,411892
2020-07-07,16.680000,16.900000,15.800000,16.379999,15.809386,220189
2020-07-08,16.400000,16.620001,15.800000,15.800000,15.249593,213182
2020-07-09,15.860000,16.520000,15.860000,16.180000,15.616354,122490
2020-07-10,16.100000,16.200001,15.800000,16.000000,15.442624,133104
2020-07-13,16.000000,16.340000,15.800000,16.219999,15.654961,86436
2020-07-14,16.240000,16.260000,15.800000,15.820000,15.268895,173051
2020-07-15,15.900000,16.219999,15.900000,16.000000,15.442624,70893
2020-07-16,16.059999,16.299999,15.800000,16.100000,15.539143,128480
2020-07-17,16.200001,16.200001,15.600000,15.900000,15.346108,134214
2020-07-20,15.620000,15.780000,15.420000,15.440000,14.902133,115791
2020-07-21,15.640000,15.640000,15.320000,15.420000,14.882830,97844
2020-07-22,15.320000,15.480000,14.940000,14.980000,14.458158,131256
2020-07-23,15.100000,15.260000,15.020000,15.100000,14.573979,84761
2020-07-24,15.020000,15.240000,15.020000,15.240000,14.709101,45613
2020-07-27,15.240000,15.900000,15.040000,15.400000,14.863527,109509
2020-07-28,15.400000,15.500000,15.220000,15.400000,14.863527,78577
2020-07-29,15.400000,16.180000,15.400000,16.180000,15.616354,116074
2020-07-30,16.000000,16.000000,15.780000,15.880000,15.326805,66025
2020-07-31,15.880000,16.200001,15.880000,16.020000,15.461928,39919
2020-08-03,16.180000,16.180000,15.960000,16.040001,15.481232,49647
2020-08-04,16.139999,16.200001,15.900000,16.000000,15.442624,58224
2020-08-05,16.000000,16.540001,16.000000,16.500000,15.925206,166402
2020-08-06,16.760000,16.760000,16.139999,16.660000,16.079632,90398
2020-08-07,16.219999,16.780001,16.219999,16.760000,16.176149,36502
2020-08-10,16.879999,17.400000,16.700001,17.000000,16.407791,75696
2020-08-11,17.320000,17.900000,16.600000,16.700001,16.118240,212201
2020-08-12,16.700001,17.379999,16.700001,17.000000,16.407791,59122
2020-08-13,17.000000,17.000000,16.719999,16.799999,16.214754,62207
2020-08-14,16.799999,17.120001,16.320000,16.400000,15.828689,135643
2020-08-17,16.879999,16.879999,16.240000,16.360001,15.790086,90078
2020-08-18,16.500000,16.620001,16.200001,16.540001,15.963812,64243
2020-08-19,16.540001,16.620001,16.100000,16.360001,15.790086,64789
2020-08-20,16.440001,16.440001,15.960000,16.139999,15.577747,42766
2020-08-21,16.299999,16.680000,15.900000,16.000000,15.442624,110566
2020-08-24,16.200001,16.400000,15.740000,15.760000,15.210985,237581
2020-08-25,15.880000,16.360001,15.760000,16.160000,15.597052,307243
2020-08-26,16.100000,16.160000,15.720000,15.960000,15.404018,220300
2020-08-27,16.180000,16.900000,15.840000,16.200001,15.635659,142867
2020-08-28,16.200001,16.200001,15.380000,15.600000,15.056560,470586
2020-08-31,16.200001,16.360001,15.700000,16.360001,15.790086,274414
2020-09-01,16.360001,16.360001,16.000000,16.340000,15.770780,136241
2020-09-02,15.580000,16.000000,15.200000,15.200000,14.769923,125920
2020-09-03,15.200000,15.200000,14.700000,15.000000,14.575583,104067
2020-09-04,14.660000,15.000000,14.620000,14.860000,14.439543,135868
2020-09-07,14.860000,15.000000,14.620000,14.860000,14.439543,112975
2020-09-08,15.200000,15.200000,14.780000,14.900000,14.478412,164576
2020-09-09,14.900000,15.360000,14.600000,14.860000,14.439543,280472
2020-09-10,14.880000,15.260000,14.800000,14.860000,14.439543,55658
2020-09-11,15.160000,15.400000,14.960000,15.020000,14.595017,80777
2020-09-14,15.040000,15.180000,14.960000,15.060000,14.633885,101592
2020-09-15,15.260000,15.400000,14.980000,15.100000,14.672754,74600
2020-09-16,15.140000,15.200000,15.020000,15.100000,14.672754,127447
2020-09-17,15.180000,15.760000,15.020000,15.600000,15.158607,145640
